game,model,experiment,metric,mean,std,var,median,max,min,skew
dialoguequest,grok-t0.0--grok-t0.0,3_reprompt_20db,Summarisation Penatly,0.9,1.5951314818673865,2.5444444444444443,0.0,5.0,0.0,2.2544034205793437
dialoguequest,grok-t0.0--grok-t0.0,3_reprompt_20db,Task Success Rate,0.7083333333333333,0.38938460469100517,0.15162037037037035,0.7916666666666666,1.0,0.0,-1.433559776491912
dialoguequest,grok-t0.0--grok-t0.0,3_reprompt_20db,Text Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dialoguequest,grok-t0.0--grok-t0.0,3_reprompt_20db,Violated Request Count,0.1,0.31622776601683794,0.10000000000000002,0.0,1.0,0.0,3.162277660168379
dialoguequest,grok-t0.0--grok-t0.0,3_reprompt_20db,n Turns,4.0,2.5385910352879693,6.444444444444445,3.0,11.0,2.0,2.8015812183432183
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,Aborted,0.2,0.4216370213557839,0.17777777777777778,0.0,1.0,0.0,1.7787811838447127
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,Average Char Count A,173.95999999999998,30.148524563124703,908.9335333333335,175.75,227.33,122.0,-0.051837960737645364
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,Average Char Count B,324.142,84.30180554281017,7106.794417777779,315.5,434.0,200.67,0.06633189077889623
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,Average Sentence Count A,14.269,2.3483916481995357,5.514943333333332,15.23,16.62,9.88,-1.0044103657589731
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,Average Sentence Count B,16.716,2.603946577366321,6.780537777777779,16.075,23.12,13.85,1.7505337150028686
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,Average Word Count A,32.669,5.991426188961839,35.89718777777779,33.335,42.67,23.0,-0.16871492411560063
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,Average Word Count B,59.1,15.59272551188178,243.1330888888889,58.25,84.0,36.33,0.13342051259296955
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,Conversational turns A,3.6,0.9660917830792958,0.9333333333333331,3.5,5.0,2.0,0.11090339346573504
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,Conversational turns B,2.6,0.9660917830792958,0.9333333333333331,2.5,4.0,1.0,0.11090339346573504
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,JSON Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,Lose,0.6,0.5163977794943222,0.26666666666666666,1.0,1.0,0.0,-0.48412291827592685
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,Main Score,72.66666666666666,19.898153380062883,395.93650793650795,66.66666666666666,100.0,50.0,0.4308448491385806
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,Parsed Request Count,8.8,2.898275349237888,8.4,8.5,13.0,4.0,0.11090339346573462
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,Played,0.8,0.4216370213557839,0.17777777777777778,1.0,1.0,0.0,-1.7787811838447132
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,Request Count,9.0,2.6666666666666665,7.111111111111111,9.0,13.0,5.0,0.3076171875
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,Request Success Ratio,0.9675,0.07075976571784592,0.005006944444444442,1.0,1.0,0.8,-2.044874891411136
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,Success,0.2,0.42163702135578396,0.1777777777777778,0.0,1.0,0.0,1.7787811838447127
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,Summarisation Penatly,0.2,0.6324555320336759,0.4000000000000001,0.0,2.0,0.0,3.162277660168379
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,Task Success Rate,0.5833333333333333,0.35355339059327373,0.12499999999999997,0.6666666666666666,1.0,0.0,-0.7420256345784748
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,Text Fail,0.2,0.4216370213557839,0.17777777777777778,0.0,1.0,0.0,1.7787811838447127
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,Violated Request Count,0.2,0.4216370213557839,0.17777777777777778,0.0,1.0,0.0,1.7787811838447127
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,0_no-reprompt_5db,n Turns,3.6,0.9660917830792958,0.9333333333333331,3.5,5.0,2.0,0.11090339346573504
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,1_no-reprompt_20db,Aborted,0.5,0.5270462766947299,0.2777777777777778,0.5,1.0,0.0,0.0
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,1_no-reprompt_20db,Average Char Count A,174.22899999999998,12.23663302456103,149.73518777777764,178.33499999999998,195.67,153.71,-0.12773190629434322
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,1_no-reprompt_20db,Average Char Count B,401.25,137.19459934300946,18822.35808888889,447.16499999999996,529.0,145.67,-1.3202563311548186
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,1_no-reprompt_20db,Average Sentence Count A,14.518,2.4762597243064435,6.1318622222222245,14.594999999999999,18.07,10.62,-0.08337445174161481
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,1_no-reprompt_20db,Average Sentence Count B,19.834,4.0458653792071075,16.36902666666667,19.1,27.17,14.57,0.5708731768848083
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,1_no-reprompt_20db,Average Word Count A,32.68,2.6514398604028973,7.030133333333335,33.25,35.67,28.14,-0.5808517483460592
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,1_no-reprompt_20db,Average Word Count B,75.334,25.72074873629373,661.5569155555554,85.83500000000001,99.0,27.17,-1.3801851675905201
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,1_no-reprompt_20db,Conversational turns A,3.2,1.4757295747452437,2.177777777777778,3.0,7.0,2.0,2.167727506842828
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,1_no-reprompt_20db,Conversational turns B,2.2,1.4757295747452437,2.177777777777778,2.0,6.0,1.0,2.167727506842828
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,1_no-reprompt_20db,JSON Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,1_no-reprompt_20db,Lose,0.1,0.31622776601683794,0.10000000000000002,0.0,1.0,0.0,3.162277660168379
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,1_no-reprompt_20db,Main Score,95.86666666666666,7.07735041444812,50.08888888888898,98.0,100.0,83.33333333333333,-2.125246203198713
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,1_no-reprompt_20db,Parsed Request Count,7.6,4.427188724235731,19.6,7.0,19.0,4.0,2.1677275068428288
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,1_no-reprompt_20db,Played,0.5,0.5270462766947299,0.2777777777777778,0.5,1.0,0.0,0.0
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,1_no-reprompt_20db,Request Count,8.1,4.1486276177925525,17.211111111111112,7.0,19.0,5.0,2.350758326655897
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,1_no-reprompt_20db,Request Success Ratio,0.915,0.09368979548370131,0.008777777777777778,0.9375,1.0,0.8,-0.27359341815261345
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,1_no-reprompt_20db,Success,0.4,0.5163977794943222,0.26666666666666666,0.0,1.0,0.0,0.48412291827592707
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,1_no-reprompt_20db,Summarisation Penatly,0.4,0.8432740427115678,0.7111111111111111,0.0,2.0,0.0,1.7787811838447127
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,1_no-reprompt_20db,Task Success Rate,0.4833333333333333,0.5118955333239753,0.26203703703703707,0.41666666666666663,1.0,0.0,0.031063095955181683
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,1_no-reprompt_20db,Text Fail,0.5,0.5270462766947299,0.2777777777777778,0.5,1.0,0.0,0.0
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,1_no-reprompt_20db,Violated Request Count,0.5,0.5270462766947299,0.2777777777777778,0.5,1.0,0.0,0.0
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,1_no-reprompt_20db,n Turns,3.2,1.4757295747452437,2.177777777777778,3.0,7.0,2.0,2.167727506842828
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,2_reprompt_5db,Aborted,0.1,0.31622776601683794,0.10000000000000002,0.0,1.0,0.0,3.162277660168379
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,2_reprompt_5db,Average Char Count A,170.813,43.59579109399335,1900.5930011111097,152.08499999999998,264.4,123.33,1.2178171676448355
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,2_reprompt_5db,Average Char Count B,348.425,99.25647700668092,9851.84822777778,336.75,507.33,205.67,0.2313055538717604
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,2_reprompt_5db,Average Sentence Count A,13.533000000000001,2.5386569064938427,6.444778888888887,13.440000000000001,19.75,11.08,1.7327928470291223
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,2_reprompt_5db,Average Sentence Count B,17.309,2.8189140935237216,7.946276666666666,17.4,21.62,13.0,-0.18970651864960067
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,2_reprompt_5db,Average Word Count A,31.939999999999998,7.948457572244933,63.177977777777805,29.25,47.6,22.33,0.9673602300933458
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,2_reprompt_5db,Average Word Count B,63.416,17.540943342173286,307.6846933333333,62.625,93.33,38.33,0.22272064887948298
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,2_reprompt_5db,Conversational turns A,3.7,1.0593499054713802,1.1222222222222222,3.5,5.0,2.0,0.04205829935456368
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,2_reprompt_5db,Conversational turns B,2.7,1.0593499054713802,1.1222222222222222,2.5,4.0,1.0,0.04205829935456368
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,2_reprompt_5db,JSON Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,2_reprompt_5db,Lose,0.7,0.48304589153964794,0.23333333333333334,1.0,1.0,0.0,-1.035098339013531
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,2_reprompt_5db,Main Score,80.14814814814814,14.129471869416848,199.64197530864203,83.33333333333333,100.0,50.0,-1.2182779925536529
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,2_reprompt_5db,Parsed Request Count,9.1,3.178049716414141,10.100000000000001,8.5,13.0,4.0,0.042058299354564524
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,2_reprompt_5db,Played,0.9,0.31622776601683794,0.09999999999999999,1.0,1.0,0.0,-3.162277660168379
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,2_reprompt_5db,Request Count,9.7,2.8693785622209798,8.233333333333336,9.0,14.0,7.0,0.41129530932522285
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,2_reprompt_5db,Request Success Ratio,0.9337662337662337,0.156168493668129,0.02438859841457244,1.0,1.0,0.5,-2.9025313640611268
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,2_reprompt_5db,Success,0.2,0.4216370213557839,0.17777777777777778,0.0,1.0,0.0,1.7787811838447127
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,2_reprompt_5db,Summarisation Penatly,1.2,3.794733192202055,14.399999999999999,0.0,12.0,0.0,3.162277660168379
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,2_reprompt_5db,Task Success Rate,0.7333333333333333,0.2960647243216495,0.0876543209876543,0.8333333333333333,1.0,0.0,-1.9504680608454614
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,2_reprompt_5db,Text Fail,0.1,0.31622776601683794,0.10000000000000002,0.0,1.0,0.0,3.162277660168379
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,2_reprompt_5db,Violated Request Count,0.6,1.2649110640673518,1.6,0.0,4.0,0.0,2.6022909911802286
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,2_reprompt_5db,n Turns,3.7,1.0593499054713802,1.1222222222222222,3.5,5.0,2.0,0.04205829935456368
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,Aborted,0.2,0.4216370213557839,0.17777777777777778,0.0,1.0,0.0,1.7787811838447127
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,Average Char Count A,179.971,37.60473505941624,1414.116098888889,174.75,236.0,113.5,0.003464845264580443
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,Average Char Count B,342.16999999999996,121.75730660256538,14824.841711111112,339.81,585.0,162.0,0.5387850472810796
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,Average Sentence Count A,13.456999999999999,1.7972883896457892,3.2302455555555545,13.225,16.83,11.04,0.3996931311728007
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,3_reprompt_20db,Average Sentence Count B,17.228,2.311780458626832,5.344328888888885,17.465,21.74,14.08,0.48768139288713647
