game,model,metric,mean,std,var,median,max,min,skew
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,Average Char Count B,353.99674999999996,111.90695579736469,12523.166755833334,360.5,585.0,145.67,-0.05373276439784134
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,Average Sentence Count A,13.94425,2.266299239639316,5.136112243589742,13.575,19.75,9.88,0.3425374632202392
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,Average Sentence Count B,17.77175,3.1490103349693204,9.91626608974359,17.205,27.17,13.0,0.9691837598968804
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,Average Word Count A,32.703,5.977649911255969,35.73229846153849,32.75,47.6,21.5,0.34949411176744943
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,Average Word Count B,64.98075,20.86494808039157,435.34605839743597,67.0,107.0,27.17,-0.023520873922617463
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,Conversational turns A,3.625,1.3337339141845925,1.7788461538461537,3.0,8.0,2.0,1.2190505389792847
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,Conversational turns B,2.625,1.3337339141845925,1.7788461538461537,2.0,7.0,1.0,1.2190505389792847
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,JSON Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,Lose,0.225,0.4229020617662603,0.17884615384615382,0.0,1.0,0.0,1.3689868666117762
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,Main Score,92.66666666666667,11.98977853306852,143.7547892720307,100.0,100.0,50.0,-2.0261699751171283
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,Parsed Request Count,8.875,4.001201742553778,16.009615384615387,7.0,22.0,4.0,1.2190505389792847
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,Played,0.75,0.4385290096535145,0.1923076923076922,1.0,1.0,0.0,-1.2001846579990925
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,Request Count,9.425,3.7202667398164624,13.840384615384611,8.0,23.0,5.0,1.6877462379370585
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,Request Success Ratio,0.9279796019198192,0.14002329048113224,0.01960652187716354,1.0,1.0,0.5,-2.2995662978010825
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,Success,0.525,0.505736325340815,0.2557692307692307,1.0,1.0,0.0,-0.10406920822209109
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,Summarisation Penatly,0.5,1.9611613513818404,3.8461538461538463,0.0,12.0,0.0,5.474736740910148
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,Task Success Rate,0.7,0.42231218114989094,0.1783475783475783,1.0,1.0,0.0,-1.022898536847312
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,Text Fail,0.25,0.4385290096535146,0.1923076923076923,0.0,1.0,0.0,1.2001846579990925
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,Violated Request Count,0.55,1.0848608560193684,1.176923076923077,0.0,4.0,0.0,2.528466245701266
dialoguequest,llama-70b_uni-t0.0--llama-70b_uni-t0.0,n Turns,3.625,1.3337339141845925,1.7788461538461537,3.0,8.0,2.0,1.2190505389792847
dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,Aborted,0.025,0.15811388300841894,0.024999999999999994,0.0,1.0,0.0,6.32455532033676
dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,Average Char Count A,121.369,20.719879566029558,429.3134092307692,122.17,155.33,74.33,-0.05971047234305157
dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,Average Char Count B,260.50825,51.41952541880246,2643.967594294872,254.25,441.0,170.5,1.0744532213680782
dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,Average Sentence Count A,10.533249999999999,1.2519019120665555,1.5672583974358976,10.195,13.75,8.11,0.27607450443351017
dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,Average Sentence Count B,11.19425,1.671881923661676,2.7951891666666664,11.175,17.4,8.6,1.2107215486471699
dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,Average Word Count A,21.30975,3.705383808280415,13.72986916666667,21.0,28.67,13.33,0.16904834493873785
dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,Average Word Count B,45.0375,10.543793349887325,111.1715782051282,44.085,88.0,27.5,1.7031302766506764
dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,Conversational turns A,2.825,0.5006406152531231,0.25064102564102564,3.0,4.0,2.0,-0.35571600512425355
dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,Conversational turns B,1.825,0.5006406152531231,0.25064102564102564,2.0,3.0,1.0,-0.35571600512425194
dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,JSON Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,Lose,0.15,0.36162028533978946,0.13076923076923075,0.0,1.0,0.0,2.037612753307793
dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,Main Score,89.91452991452991,26.860231473087207,721.4720347878246,100.0,100.0,0.0,-3.0878126977837366
dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,Parsed Request Count,6.475,1.5019218457593695,2.255769230769231,7.0,10.0,4.0,-0.3557160051242518
dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,Played,0.975,0.15811388300841897,0.024999999999999998,1.0,1.0,0.0,-6.324555320336759
dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,Request Count,6.525,1.5356865999719258,2.3583333333333334,7.0,11.0,4.0,0.01752277207728126
dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,Request Success Ratio,0.9927272727272728,0.03439915038104734,0.0011833015469379096,1.0,1.0,0.8,-5.125007694680279
dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,Success,0.825,0.3848076442547927,0.14807692307692308,1.0,1.0,0.0,-1.7780585612866693
dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,Summarisation Penatly,0.9,1.8783517051407406,3.528205128205127,0.0,8.0,0.0,2.4489882203214606
dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,Task Success Rate,0.8854166666666666,0.30352129754380996,0.09212517806267803,1.0,1.0,0.0,-2.634826538979462
dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,Text Fail,0.025,0.15811388300841894,0.024999999999999994,0.0,1.0,0.0,6.32455532033676
dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,Violated Request Count,0.05,0.22072142786315227,0.04871794871794873,0.0,1.0,0.0,4.292145217726673
dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,n Turns,2.825,0.5006406152531231,0.25064102564102564,3.0,4.0,2.0,-0.35571600512425355
dialoguequest,qwen2.5-72b-instruct-t0.0--qwen2.5-72b-instruct-t0.0,Aborted,0.125,0.3349320635285418,0.11217948717948718,0.0,1.0,0.0,2.3571158756595127
dialoguequest,qwen2.5-72b-instruct-t0.0--qwen2.5-72b-instruct-t0.0,Average Char Count A,409.94475,123.57904035604302,15271.779215320512,428.16499999999996,660.0,0.0,-0.7466030491581493
dialoguequest,qwen2.5-72b-instruct-t0.0--qwen2.5-72b-instruct-t0.0,Average Char Count B,442.62275,197.2252485265164,38897.79865634615,478.25,684.0,0.0,-1.2641518877624334
dialoguequest,qwen2.5-72b-instruct-t0.0--qwen2.5-72b-instruct-t0.0,Average Sentence Count A,14.37575,4.643933946558672,21.566122500000002,13.495000000000001,30.12,0.0,0.5392270225389965
dialoguequest,qwen2.5-72b-instruct-t0.0--qwen2.5-72b-instruct-t0.0,Average Sentence Count B,17.824,11.629779370440707,135.25176820512823,15.18,48.17,0.0,0.8636653940428919
dialoguequest,qwen2.5-72b-instruct-t0.0--qwen2.5-72b-instruct-t0.0,Average Word Count A,73.0135,21.002201783231914,441.0924797435898,77.58500000000001,110.0,0.0,-0.9564970646333368
dialoguequest,qwen2.5-72b-instruct-t0.0--qwen2.5-72b-instruct-t0.0,Average Word Count B,79.402,34.99028335453671,1224.3199292307688,89.0,125.0,0.0,-1.3377113946569967
dialoguequest,qwen2.5-72b-instruct-t0.0--qwen2.5-72b-instruct-t0.0,Conversational turns A,2.35,0.9212588934267874,0.8487179487179487,2.0,5.0,0.0,0.25993315834403646
dialoguequest,qwen2.5-72b-instruct-t0.0--qwen2.5-72b-instruct-t0.0,Conversational turns B,1.375,0.8678739126192976,0.7532051282051281,1.0,4.0,0.0,0.6541839222023349
dialoguequest,qwen2.5-72b-instruct-t0.0--qwen2.5-72b-instruct-t0.0,JSON Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dialoguequest,qwen2.5-72b-instruct-t0.0--qwen2.5-72b-instruct-t0.0,Lose,0.25,0.4385290096535146,0.19230769230769232,0.0,1.0,0.0,1.2001846579990925
dialoguequest,qwen2.5-72b-instruct-t0.0--qwen2.5-72b-instruct-t0.0,Main Score,74.4952380952381,40.14307511794909,1611.466479925303,97.0,100.0,0.0,-1.30881570916666
dialoguequest,qwen2.5-72b-instruct-t0.0--qwen2.5-72b-instruct-t0.0,Parsed Request Count,5.1,2.648657134357827,7.015384615384616,4.0,13.0,0.0,0.5576093466336759
dialoguequest,qwen2.5-72b-instruct-t0.0--qwen2.5-72b-instruct-t0.0,Played,0.875,0.33493206352854177,0.11217948717948716,1.0,1.0,0.0,-2.3571158756595127
dialoguequest,qwen2.5-72b-instruct-t0.0--qwen2.5-72b-instruct-t0.0,Request Count,5.45,2.4067213574295825,5.792307692307692,4.0,13.0,1.0,0.924288754889531
dialoguequest,qwen2.5-72b-instruct-t0.0--qwen2.5-72b-instruct-t0.0,Request Success Ratio,0.900625,0.24971056963962016,0.06235536858974358,1.0,1.0,0.0,-2.6271659424587974
dialoguequest,qwen2.5-72b-instruct-t0.0--qwen2.5-72b-instruct-t0.0,Success,0.625,0.4902903378454601,0.24038461538461542,1.0,1.0,0.0,-0.5367388961676616
dialoguequest,qwen2.5-72b-instruct-t0.0--qwen2.5-72b-instruct-t0.0,Summarisation Penatly,2.075,3.7237112725110206,13.866025641025644,1.0,18.0,0.0,2.9771523675900555
dialoguequest,qwen2.5-72b-instruct-t0.0--qwen2.5-72b-instruct-t0.0,Task Success Rate,0.6708333333333333,0.4618455175177974,0.2133012820512821,1.0,1.0,0.0,-0.7673533531580987
dialoguequest,qwen2.5-72b-instruct-t0.0--qwen2.5-72b-instruct-t0.0,Text Fail,0.125,0.3349320635285418,0.11217948717948718,0.0,1.0,0.0,2.3571158756595127
dialoguequest,qwen2.5-72b-instruct-t0.0--qwen2.5-72b-instruct-t0.0,Violated Request Count,0.35,0.9212588934267874,0.8487179487179487,0.0,4.0,0.0,3.3667039752050343
dialoguequest,qwen2.5-72b-instruct-t0.0--qwen2.5-72b-instruct-t0.0,n Turns,2.375,0.8678739126192976,0.7532051282051282,2.0,5.0,1.0,0.6541839222023349
